1789816285.504040	23514047897	7250906974	64318988	3517000	24070000	7532000	33000	2076153	0	2901104	0
1789816286.012018	23514633039	7251093497	64323077	3517000	24070000	7532000	33000	1064019	0	1600000	0
1789816286.517976	23515012067	7251209159	64325030	3508000	24060000	7512000	32000	780745	0	1438349	0
1789816287.027066	23515336712	7251240469	64325030	3508000	24060000	7512000	32000	593158	0	1194189	0
1789816287.534079	23515545635	7251250723	64326251	3508000	24060000	7512000	32000	816749	0	1534157	0
1789816288.044412	23515856242	7251273306	64327838	3508000	24060000	7512000	32000	811022	0	1442249	0
1789816288.550304	23516020548	7251280386	64327838	3519000	24060000	7537000	32000	872483	0	1474331	0
1789816289.059800	23516267373	7251296927	64327838	3519000	24060000	7537000	32000	1350267	0	1401487	0
1789816289.566505	23516432229	7251303763	64327838	3519000	24060000	7537000	32000	1121161	0	1476764	0
1789816290.074747	23516718056	7251315237	64327838	3519000	24060000	7537000	32000	550000	0	1600000	0
1789816290.580316	23516868995	7251321097	64327838	3519000	24060000	7536000	32000	881341	0	1453956	0
1789816291.090122	23517242285	7251349844	64327838	3519000	24060000	7536000	32000	1004114	0	1459407	0
1789816291.596216	23517411597	7251355581	64327838	3519000	24060000	7536000	32000	656648	0	1474935	0
1789816292.105924	23517671361	7251381643	64327838	3519000	24060000	7536000	32000	631128	0	1442012	0
1789816292.612410	23517881261	7251396475	64327838	3516000	24050000	7531000	32000	665264	0	1545292	0
1789816293.122491	23518135411	7251411612	64327838	3516000	24050000	7531000	32000	686646	0	1600000	0
1789816293.628032	23518382419	7251418142	64327838	3516000	24050000	7531000	32000	621345	0	1500000	0
1789816294.138417	23518946139	7251598318	64327838	3516000	24050000	7531000	32000	1288832	0	2097453	0
1789816294.644293	23519213289	7251634450	64327838	3514000	24050000	7525000	32000	745358	0	1470251	0
1789816295.155887	23519422517	7251651601	64327838	3514000	24050000	7525000	32000	783123	0	1477338	0
1789816295.662552	23519611786	7251659109	64327838	3514000	24050000	7525000	32000	798206	0	1573730	0
1789816296.173273	23519805878	7251672719	64327838	3514000	24050000	7525000	32000	931403	0	1500016	0
