tier	task	seconds	t0	t1	soc_joules	work
stress	idle	20.007	1789816285.510	1789816305.516	10.3	1
stress	single	30.060	1789816305.799	1789816335.858	130.8	1
stress	allcore_zstd	135.942	1789816336.124	1789816472.066	807.3	1
stress	allcore_openssl	48.041	1789816472.353	1789816520.393	287.6	1
stress	combined_cpu_gpu	48.051	1789816523.684	1789816571.735	287.8	1
stress	recovery	30.008	1789816572.074	1789816602.082	15.9	1
