t_s,tier,phase,soc_w,core_w,uncore_w,bat_power_now_w,bat_energy_wh,pkg_temp_c,cpu_mhz,fan_rpm
509.07,cool,wait,0.435,0.051,0.000,6.517,50.220,40.0,736,0
509.58,cool,wait,0.411,0.027,0.000,6.516,50.220,40.0,668,0
510.09,cool,wait,0.312,0.010,0.000,6.516,50.220,40.0,941,0
510.60,cool,wait,0.371,0.012,0.000,6.516,50.220,40.0,903,0
511.11,cool,wait,0.356,0.016,0.000,6.516,50.220,40.0,1019,0
511.62,cool,wait,0.503,0.030,0.000,6.516,50.220,40.0,1002,0
512.13,cool,wait,0.359,0.017,0.000,6.516,50.220,40.0,981,0
512.64,cool,wait,1.318,0.331,0.000,6.516,50.220,40.0,773,0
513.15,cool,wait,0.379,0.017,0.000,6.516,50.220,40.0,700,0
513.66,cool,wait,0.346,0.010,0.000,6.516,50.220,40.0,831,0
514.17,cool,wait,0.382,0.017,0.000,6.516,50.220,40.0,1016,0
514.68,cool,wait,0.390,0.017,0.000,6.517,50.220,40.0,900,0
515.19,cool,wait,0.551,0.088,0.000,6.517,50.220,40.0,756,0
515.70,4/8(12/8),idle,0.980,0.309,0.000,6.517,50.220,40.0,675,0
516.21,4/8(12/8),idle,0.367,0.019,0.000,6.517,50.220,40.0,778,0
516.72,4/8(12/8),idle,0.380,0.022,0.000,6.517,50.220,40.0,957,0
517.23,4/8(12/8),idle,0.537,0.066,0.000,6.517,50.220,40.0,664,0
517.74,4/8(12/8),idle,0.522,0.017,0.000,6.517,50.220,40.0,664,0
518.25,4/8(12/8),idle,0.578,0.033,0.000,6.517,50.220,40.0,663,0
518.76,4/8(12/8),idle,0.434,0.021,0.000,6.517,50.210,40.0,708,0
519.27,4/8(12/8),idle,0.366,0.018,0.000,6.517,50.210,40.0,631,0
519.78,4/8(12/8),idle,0.404,0.018,0.000,6.517,50.210,39.0,673,0
520.29,4/8(12/8),idle,0.494,0.013,0.000,6.517,50.210,39.0,718,0
520.80,4/8(12/8),idle,0.353,0.009,0.000,6.516,50.210,39.0,656,0
521.31,4/8(12/8),idle,0.329,0.011,0.000,6.516,50.210,39.0,706,0
521.82,4/8(12/8),idle,0.335,0.012,0.000,6.516,50.210,39.0,684,0
522.33,4/8(12/8),idle,0.324,0.010,0.000,6.516,50.210,39.0,688,0
522.84,4/8(12/8),idle,0.978,0.343,0.000,6.508,50.210,39.0,669,0
523.35,4/8(12/8),idle,0.486,0.019,0.000,6.508,50.210,39.0,1225,0
523.86,4/8(12/8),idle,0.670,0.012,0.000,6.508,50.210,39.0,986,0
524.37,4/8(12/8),idle,0.388,0.019,0.000,6.508,50.210,39.0,1125,0
524.89,4/8(12/8),idle,0.363,0.012,0.000,6.508,50.210,39.0,662,0
525.39,4/8(12/8),idle,0.294,0.010,0.000,6.508,50.210,39.0,694,0
525.91,4/8(12/8),idle,0.386,0.025,0.000,6.519,50.210,39.0,708,0
526.41,4/8(12/8),idle,0.360,0.025,0.000,6.519,50.210,39.0,887,0
526.93,4/8(12/8),idle,0.450,0.028,0.000,6.519,50.210,39.0,857,0
527.43,4/8(12/8),idle,0.410,0.019,0.000,6.519,50.210,39.0,669,0
527.94,4/8(12/8),idle,0.329,0.008,0.000,6.517,50.200,39.0,796,0
528.45,4/8(12/8),idle,0.431,0.010,0.000,6.517,50.200,39.0,1007,0
528.96,4/8(12/8),idle,0.353,0.013,0.000,6.517,50.200,39.0,706,0
529.47,4/8(12/8),idle,0.411,0.014,0.000,6.517,50.200,39.0,645,0
529.98,4/8(12/8),idle,0.380,0.021,0.000,6.518,50.200,39.0,1021,0
530.48,4/8(12/8),idle,1.620,0.656,0.000,6.518,50.200,39.0,741,0
530.99,4/8(12/8),pdf_render,1.957,0.928,0.000,6.518,50.200,41.0,692,0
531.50,4/8(12/8),pdf_render,1.597,0.691,0.000,6.518,50.200,41.0,724,0
532.01,4/8(12/8),pdf_render,1.655,0.756,0.000,6.510,50.200,41.0,695,0
532.51,4/8(12/8),pdf_render,2.073,1.026,0.000,6.510,50.200,41.0,1027,0
533.02,4/8(12/8),pdf_render,1.680,0.773,0.000,6.510,50.200,41.0,582,0
533.52,4/8(12/8),pdf_render,1.670,0.764,0.000,6.510,50.200,41.0,1048,0
534.03,4/8(12/8),pdf_render,1.728,0.819,0.000,6.509,50.190,41.0,736,0
534.53,4/8(12/8),pdf_render,1.661,0.752,0.000,6.509,50.190,41.0,852,0
535.04,4/8(12/8),pdf_render,1.826,0.810,0.000,6.509,50.190,41.0,745,0
535.55,4/8(12/8),pdf_render,1.742,0.809,0.000,6.509,50.190,41.0,973,0
536.05,4/8(12/8),pdf_render,1.934,1.026,0.000,6.509,50.190,41.0,710,0
536.56,4/8(12/8),pdf_render,1.725,0.821,0.000,6.509,50.190,41.0,762,0
537.07,4/8(12/8),pdf_render,1.648,0.750,0.000,6.508,50.190,41.0,735,0
537.57,4/8(12/8),pdf_render,1.672,0.771,0.000,6.508,50.190,41.0,745,0
538.08,4/8(12/8),pdf_render,1.642,0.734,0.000,6.508,50.190,41.0,739,0
538.58,4/8(12/8),pdf_render,1.886,0.951,0.000,6.508,50.190,41.0,797,0
539.09,4/8(12/8),pdf_render,1.666,0.766,0.000,6.510,50.190,41.0,728,0
539.59,4/8(12/8),pdf_render,1.688,0.781,0.000,6.510,50.190,41.0,682,0
540.10,4/8(12/8),pdf_render,1.744,0.833,0.000,6.510,50.190,41.0,672,0
540.60,4/8(12/8),pdf_render,1.972,0.763,0.000,6.510,50.190,41.0,871,0
541.11,4/8(12/8),pdf_render,1.686,0.779,0.000,6.502,50.190,42.0,585,0
541.62,4/8(12/8),pdf_render,1.718,0.792,0.000,6.502,50.190,42.0,575,0
542.12,4/8(12/8),pdf_render,1.653,0.749,0.000,6.502,50.190,41.0,584,0
542.63,4/8(12/8),pdf_render,2.155,1.023,0.000,6.502,50.190,41.0,745,0
543.14,4/8(12/8),pdf_render,1.670,0.759,0.000,6.508,50.180,41.0,739,0
543.64,4/8(12/8),pdf_render,1.701,0.770,0.000,6.508,50.180,41.0,746,0
544.15,4/8(12/8),pdf_render,1.660,0.758,0.000,6.508,50.180,41.0,725,0
544.65,4/8(12/8),pdf_render,1.856,0.894,0.000,6.508,50.180,41.0,923,0
545.16,4/8(12/8),pdf_render,1.841,0.832,0.000,6.509,50.180,41.0,749,0
545.66,4/8(12/8),pdf_render,1.370,0.555,0.000,6.509,50.180,41.0,1243,0
546.17,4/8(12/8),gap,0.805,0.240,0.000,6.509,50.180,39.0,821,0
546.68,4/8(12/8),gap,0.409,0.060,0.000,6.509,50.180,39.0,599,0
547.19,4/8(12/8),gap,0.347,0.020,0.000,6.509,50.180,38.0,590,0
547.69,4/8(12/8),gap,0.363,0.012,0.000,6.509,50.180,38.0,607,0
548.20,4/8(12/8),gap,0.303,0.009,0.000,6.518,50.180,39.0,641,0
548.71,4/8(12/8),gap,0.311,0.012,0.000,6.518,50.180,39.0,569,0
549.22,4/8(12/8),gap,0.304,0.010,0.000,6.518,50.180,38.0,569,0
549.72,4/8(12/8),gap,1.280,0.499,0.001,6.518,50.180,38.0,683,0
550.23,4/8(12/8),pdf_render,2.172,1.083,0.000,6.520,50.170,40.0,721,0
550.74,4/8(12/8),pdf_render,1.798,0.857,0.000,6.520,50.170,40.0,584,0
551.25,4/8(12/8),pdf_render,1.716,0.773,0.000,6.520,50.170,41.0,735,0
551.75,4/8(12/8),pdf_render,1.679,0.772,0.000,6.520,50.170,41.0,735,0
552.26,4/8(12/8),pdf_render,1.648,0.736,0.000,6.508,50.170,40.0,622,0
552.76,4/8(12/8),pdf_render,2.105,1.060,0.000,6.508,50.170,40.0,968,0
553.27,4/8(12/8),pdf_render,1.726,0.802,0.000,6.508,50.170,40.0,743,0
553.77,4/8(12/8),pdf_render,1.712,0.812,0.000,6.508,50.170,40.0,765,0
554.28,4/8(12/8),pdf_render,1.699,0.787,0.000,6.508,50.170,40.0,702,0
554.79,4/8(12/8),pdf_render,1.917,0.840,0.000,6.508,50.170,40.0,737,0
555.29,4/8(12/8),pdf_render,1.897,0.991,0.000,6.508,50.170,40.0,731,0
555.80,4/8(12/8),pdf_render,1.783,0.830,0.000,6.508,50.170,40.0,884,0
556.31,4/8(12/8),pdf_render,1.804,0.870,0.000,6.507,50.160,40.0,745,0
556.81,4/8(12/8),pdf_render,1.804,0.886,0.000,6.507,50.160,40.0,587,0
557.32,4/8(12/8),pdf_render,1.669,0.764,0.000,6.507,50.160,40.0,763,0
557.83,4/8(12/8),pdf_render,1.837,0.926,0.000,6.507,50.160,40.0,621,0
558.33,4/8(12/8),pdf_render,1.726,0.813,0.000,6.507,50.160,41.0,898,0
558.84,4/8(12/8),pdf_render,1.690,0.777,0.000,6.507,50.160,41.0,727,0
559.34,4/8(12/8),pdf_render,1.806,0.865,0.000,6.508,50.160,42.0,736,0
559.85,4/8(12/8),pdf_render,1.879,0.869,0.000,6.508,50.160,42.0,729,0
560.36,4/8(12/8),pdf_render,1.654,0.749,0.000,6.508,50.160,40.0,733,0
560.86,4/8(12/8),pdf_render,1.678,0.781,0.000,6.508,50.160,40.0,735,0
561.37,4/8(12/8),pdf_render,1.949,0.816,0.000,6.508,50.160,40.0,1277,0
561.87,4/8(12/8),pdf_render,1.890,0.928,0.000,6.508,50.160,40.0,724,0
562.38,4/8(12/8),pdf_render,1.756,0.814,0.000,6.508,50.160,40.0,1399,0
562.88,4/8(12/8),pdf_render,2.141,0.985,0.000,6.508,50.160,40.0,711,0
563.39,4/8(12/8),pdf_render,1.696,0.778,0.000,6.505,50.150,40.0,716,0
563.89,4/8(12/8),pdf_render,1.735,0.832,0.000,6.505,50.150,40.0,585,0
564.40,4/8(12/8),pdf_render,1.665,0.763,0.000,6.505,50.150,40.0,700,0
564.90,4/8(12/8),pdf_render,1.732,0.735,0.000,6.505,50.150,40.0,635,0
565.41,4/8(12/8),gap,0.526,0.070,0.000,6.514,50.150,38.0,1006,0
565.92,4/8(12/8),gap,0.943,0.306,0.000,6.514,50.150,38.0,727,0
566.42,4/8(12/8),gap,0.302,0.010,0.000,6.514,50.150,38.0,656,0
566.93,4/8(12/8),gap,0.457,0.017,0.000,6.514,50.150,38.0,654,0
567.44,4/8(12/8),gap,0.376,0.024,0.000,6.514,50.150,38.0,566,0
567.95,4/8(12/8),gap,0.353,0.015,0.000,6.514,50.150,38.0,1086,0
568.46,4/8(12/8),gap,0.296,0.008,0.000,6.520,50.150,38.0,905,0
568.96,4/8(12/8),gap,0.691,0.158,0.000,6.520,50.150,38.0,1404,0
569.47,4/8(12/8),office,2.673,1.343,0.000,6.520,50.150,41.0,1215,0
569.98,4/8(12/8),office,1.742,0.686,0.000,6.520,50.150,41.0,702,0
570.49,4/8(12/8),office,2.334,1.049,0.000,6.499,50.150,39.0,1001,0
570.99,4/8(12/8),office,2.225,1.090,0.000,6.499,50.150,39.0,853,0
571.50,4/8(12/8),office,1.957,0.798,0.000,6.499,50.150,38.0,1024,0
572.01,4/8(12/8),gap,1.145,0.211,0.000,6.499,50.150,38.0,879,0
572.52,4/8(12/8),gap,1.385,0.508,0.000,6.509,50.140,38.0,1215,0
573.02,4/8(12/8),gap,0.368,0.014,0.000,6.509,50.140,38.0,704,0
573.53,4/8(12/8),gap,0.393,0.016,0.000,6.509,50.140,38.0,653,0
574.04,4/8(12/8),gap,0.415,0.019,0.000,6.509,50.140,38.0,724,0
574.55,4/8(12/8),gap,0.355,0.016,0.000,6.518,50.140,38.0,561,0
575.06,4/8(12/8),gap,0.679,0.038,0.000,6.518,50.140,38.0,560,0
575.56,4/8(12/8),gap,1.049,0.308,0.000,6.518,50.140,39.0,1234,0
576.07,4/8(12/8),office,2.407,1.067,0.000,6.518,50.140,39.0,841,0
576.58,4/8(12/8),office,2.160,0.862,0.000,6.504,50.140,39.0,858,0
577.08,4/8(12/8),office,2.358,1.173,0.000,6.504,50.140,39.0,1257,0
577.59,4/8(12/8),office,2.432,1.286,0.000,6.504,50.140,39.0,936,0
578.10,4/8(12/8),office,1.405,0.498,0.000,6.504,50.140,39.0,984,0
578.61,4/8(12/8),gap,1.115,0.416,0.000,6.513,50.140,38.0,801,0
579.11,4/8(12/8),gap,0.374,0.019,0.000,6.513,50.140,38.0,1281,0
579.62,4/8(12/8),gap,0.476,0.032,0.000,6.513,50.130,38.0,1002,0
580.13,4/8(12/8),gap,0.430,0.041,0.000,6.513,50.130,38.0,1050,0
580.64,4/8(12/8),gap,0.445,0.021,0.000,6.513,50.130,38.0,959,0
581.14,4/8(12/8),gap,0.359,0.023,0.000,6.513,50.130,38.0,520,0
581.65,4/8(12/8),gap,0.376,0.014,0.000,6.516,50.130,38.0,789,0
582.16,4/8(12/8),gap,1.721,0.728,0.000,6.516,50.130,38.0,915,0
582.67,4/8(12/8),python,3.187,1.707,0.000,6.516,50.130,40.0,809,0
583.17,4/8(12/8),python,2.828,1.488,0.000,6.516,50.130,40.0,778,0
583.68,4/8(12/8),python,2.379,1.043,0.000,6.500,50.130,38.0,869,0
584.19,4/8(12/8),python,1.863,0.570,0.000,6.500,50.130,38.0,794,0
584.70,4/8(12/8),python,2.120,0.409,0.000,6.500,50.130,38.0,581,0
585.21,4/8(12/8),gap,1.063,0.409,0.000,6.500,50.130,38.0,681,0
585.71,4/8(12/8),gap,0.432,0.020,0.000,6.507,50.120,38.0,678,0
586.22,4/8(12/8),gap,0.680,0.054,0.000,6.507,50.120,38.0,861,0
586.73,4/8(12/8),gap,0.619,0.030,0.000,6.507,50.120,38.0,957,0
587.24,4/8(12/8),gap,0.314,0.020,0.000,6.507,50.120,38.0,720,0
587.75,4/8(12/8),gap,0.493,0.021,0.000,6.516,50.120,38.0,655,0
588.25,4/8(12/8),gap,0.363,0.023,0.000,6.516,50.120,38.0,733,0
588.76,4/8(12/8),gap,0.999,0.376,0.000,6.516,50.120,41.0,560,0
589.27,4/8(12/8),python,2.768,1.542,0.000,6.516,50.120,41.0,989,0
589.77,4/8(12/8),python,2.754,1.385,0.000,6.496,50.120,42.0,733,0
590.28,4/8(12/8),python,2.678,1.256,0.000,6.496,50.120,42.0,1182,0
590.79,4/8(12/8),python,1.850,0.527,0.000,6.496,50.120,40.0,526,0
591.29,4/8(12/8),python,2.332,0.506,0.000,6.496,50.120,40.0,947,0
591.80,4/8(12/8),gap,1.128,0.343,0.000,6.496,50.120,38.0,956,0
592.31,4/8(12/8),gap,0.671,0.135,0.000,6.496,50.120,38.0,669,0
592.82,4/8(12/8),gap,1.142,0.366,0.000,6.511,50.110,38.0,569,0
593.32,4/8(12/8),gap,0.636,0.024,0.000,6.511,50.110,38.0,687,0
593.83,4/8(12/8),gap,0.474,0.016,0.000,6.511,50.110,38.0,921,0
594.34,4/8(12/8),gap,0.560,0.022,0.000,6.511,50.110,38.0,428,0
594.85,4/8(12/8),gap,0.348,0.015,0.000,6.516,50.110,38.0,758,0
595.35,4/8(12/8),gap,0.882,0.169,0.000,6.516,50.110,38.0,940,0
595.86,4/8(12/8),compress,9.465,4.594,0.000,6.516,50.110,42.0,1431,0
596.37,4/8(12/8),compress,8.016,4.323,0.000,6.516,50.110,42.0,1293,0
596.88,4/8(12/8),compress,7.975,4.203,0.000,6.459,50.110,42.0,1430,0
597.38,4/8(12/8),compress,7.972,4.139,0.000,6.459,50.110,42.0,1564,0
597.89,4/8(12/8),compress,7.959,4.101,0.000,6.459,50.110,42.0,1286,0
598.40,4/8(12/8),compress,7.969,4.072,0.000,6.459,50.110,42.0,1290,0
598.91,4/8(12/8),compress,7.974,4.013,0.000,6.456,50.100,43.0,1569,0
599.41,4/8(12/8),compress,7.968,4.014,0.000,6.456,50.100,43.0,1625,0
599.92,4/8(12/8),compress,5.526,2.594,0.000,6.456,50.100,39.0,751,0
600.42,4/8(12/8),gap,1.223,0.354,0.000,6.456,50.100,39.0,1368,0
600.93,4/8(12/8),gap,0.805,0.204,0.003,6.504,50.090,39.0,568,0
601.44,4/8(12/8),gap,0.542,0.041,0.002,6.504,50.090,39.0,596,0
601.95,4/8(12/8),gap,0.421,0.027,0.001,6.504,50.090,40.0,626,0
602.45,4/8(12/8),gap,0.878,0.300,0.000,6.504,50.090,40.0,1204,0
602.97,4/8(12/8),gap,0.493,0.062,0.000,6.504,50.090,39.0,667,0
603.47,4/8(12/8),gap,0.464,0.036,0.000,6.504,50.090,39.0,627,0
603.98,4/8(12/8),gap,0.986,0.214,0.000,6.514,50.090,39.0,1586,0
604.49,4/8(12/8),compress,9.604,4.763,0.000,6.514,50.090,39.0,1393,0
605.00,4/8(12/8),compress,7.969,4.368,0.000,6.514,50.090,42.0,1334,0
605.50,4/8(12/8),compress,7.970,4.185,0.002,6.514,50.090,42.0,1283,0
606.02,4/8(12/8),compress,7.966,4.161,0.000,6.459,50.090,43.0,1327,0
606.52,4/8(12/8),compress,7.960,4.185,0.002,6.459,50.090,43.0,1280,0
607.03,4/8(12/8),compress,7.972,4.134,0.000,6.459,50.090,43.0,1337,0
607.54,4/8(12/8),compress,7.873,3.964,0.000,6.459,50.090,43.0,1104,0
608.05,4/8(12/8),compress,7.508,3.701,0.000,6.456,50.080,43.0,1087,0
608.55,4/8(12/8),compress,6.765,2.520,0.000,6.456,50.080,43.0,898,0
609.06,4/8(12/8),compress,1.519,0.452,0.000,6.456,50.080,41.0,867,0
609.57,4/8(12/8),gap,0.746,0.239,0.000,6.456,50.080,41.0,677,0
610.08,4/8(12/8),gap,0.309,0.010,0.000,6.510,50.070,39.0,685,0
610.59,4/8(12/8),gap,0.400,0.026,0.000,6.510,50.070,39.0,772,0
611.10,4/8(12/8),gap,0.386,0.008,0.000,6.510,50.070,39.0,996,0
611.61,4/8(12/8),gap,0.932,0.276,0.001,6.510,50.070,39.0,1503,0
612.12,4/8(12/8),gap,0.660,0.072,0.000,6.508,50.070,39.0,983,0
612.63,4/8(12/8),gap,1.031,0.343,0.000,6.508,50.070,39.0,648,0
613.14,4/8(12/8),gap,6.777,3.026,0.000,6.508,50.070,43.0,1485,0
613.64,4/8(12/8),sustained40s,8.378,4.569,0.000,6.508,50.070,43.0,1360,0
614.15,4/8(12/8),sustained40s,7.983,4.288,0.000,6.508,50.070,43.0,1319,0
614.66,4/8(12/8),sustained40s,7.951,4.122,0.000,6.508,50.070,43.0,1335,0
615.17,4/8(12/8),sustained40s,7.972,4.076,0.000,6.456,50.060,43.0,1289,0
615.68,4/8(12/8),sustained40s,7.982,4.122,0.000,6.456,50.060,43.0,1367,0
616.19,4/8(12/8),sustained40s,7.959,4.083,0.000,6.456,50.060,43.0,1289,0
616.70,4/8(12/8),sustained40s,7.894,3.980,0.000,6.456,50.060,43.0,1255,0
617.21,4/8(12/8),sustained40s,5.553,2.578,0.000,6.455,50.060,44.0,959,0
617.71,4/8(12/8),sustained40s,3.398,1.359,0.000,6.455,50.060,44.0,1317,0
618.22,4/8(12/8),sustained40s,9.183,4.596,0.000,6.455,50.060,44.0,1474,0
618.73,4/8(12/8),sustained40s,7.957,4.543,0.000,6.455,50.060,44.0,1385,0
619.24,4/8(12/8),sustained40s,7.968,4.229,0.000,6.454,50.050,44.0,1277,0
619.75,4/8(12/8),sustained40s,7.975,4.154,0.000,6.454,50.050,44.0,1339,0
620.26,4/8(12/8),sustained40s,7.965,4.189,0.000,6.454,50.050,44.0,1345,0
620.76,4/8(12/8),sustained40s,7.964,4.138,0.000,6.454,50.050,44.0,1362,0
621.27,4/8(12/8),sustained40s,7.982,4.170,0.000,6.452,50.040,45.0,1363,0
621.78,4/8(12/8),sustained40s,7.938,4.143,0.000,6.452,50.040,45.0,1205,0
622.29,4/8(12/8),sustained40s,6.086,2.738,0.000,6.452,50.040,42.0,896,0
622.79,4/8(12/8),sustained40s,8.514,4.016,0.000,6.452,50.040,42.0,1488,0
623.30,4/8(12/8),sustained40s,8.074,4.487,0.000,6.452,50.030,45.0,1398,0
623.81,4/8(12/8),sustained40s,7.975,4.329,0.000,6.452,50.030,45.0,1342,0
624.32,4/8(12/8),sustained40s,7.965,4.318,0.000,6.452,50.030,45.0,1387,0
624.83,4/8(12/8),sustained40s,7.982,4.134,0.000,6.452,50.030,45.0,1384,0
625.34,4/8(12/8),sustained40s,7.957,4.067,0.000,6.452,50.030,45.0,1378,0
625.85,4/8(12/8),sustained40s,7.978,4.102,0.000,6.452,50.030,45.0,1333,0
626.36,4/8(12/8),sustained40s,7.348,3.671,0.000,6.450,50.030,45.0,1167,0
626.86,4/8(12/8),sustained40s,4.653,2.360,0.000,6.450,50.030,45.0,794,0
627.37,4/8(12/8),sustained40s,3.682,1.717,0.000,6.450,50.030,43.0,832,0
627.88,4/8(12/8),sustained40s,4.228,2.015,0.000,6.450,50.030,43.0,599,0
628.39,4/8(12/8),sustained40s,3.966,1.709,0.000,6.493,50.020,43.0,400,0
628.90,4/8(12/8),sustained40s,3.698,1.558,0.000,6.493,50.020,43.0,400,0
629.44,4/8(12/8),sustained40s,3.607,1.542,0.000,6.493,50.020,43.0,400,0
629.96,4/8(12/8),sustained40s,3.667,1.546,0.000,6.493,50.020,43.0,400,0
630.48,4/8(12/8),sustained40s,3.715,1.548,0.000,6.483,50.010,43.0,400,0
631.00,4/8(12/8),sustained40s,3.805,1.573,0.000,6.483,50.010,43.0,400,0
631.53,4/8(12/8),sustained40s,3.790,1.580,0.000,6.483,50.010,43.0,400,0
632.05,4/8(12/8),sustained40s,3.816,1.581,0.000,6.483,50.010,43.0,400,0
632.57,4/8(12/8),sustained40s,3.767,1.552,0.000,6.483,50.010,43.0,400,0
633.09,4/8(12/8),sustained40s,3.727,1.555,0.000,6.483,50.010,43.0,400,0
633.63,4/8(12/8),sustained40s,3.877,1.654,0.000,6.483,50.010,43.0,400,0
634.15,4/8(12/8),sustained40s,3.901,1.598,0.000,6.483,50.010,43.0,400,0
634.68,4/8(12/8),sustained40s,3.841,1.591,0.000,6.483,50.000,43.0,400,0
635.20,4/8(12/8),sustained40s,3.881,1.593,0.000,6.483,50.000,43.0,400,0
635.72,4/8(12/8),sustained40s,3.785,1.567,0.000,6.483,50.000,43.0,400,0
636.24,4/8(12/8),sustained40s,3.656,1.502,0.000,6.483,50.000,43.0,400,0
636.78,4/8(12/8),sustained40s,3.652,1.469,0.000,6.481,50.000,43.0,400,0
637.29,4/8(12/8),sustained40s,3.365,1.349,0.000,6.481,50.000,43.0,399,0
637.81,4/8(12/8),sustained40s,3.317,1.327,0.000,6.481,50.000,43.0,397,0
638.32,4/8(12/8),sustained40s,3.221,1.291,0.000,6.481,50.000,43.0,400,0
638.84,4/8(12/8),sustained40s,3.139,1.265,0.000,6.481,50.000,43.0,400,0
639.35,4/8(12/8),sustained40s,2.321,0.733,0.000,6.481,50.000,43.0,400,0
639.87,4/8(12/8),sustained40s,2.116,0.609,0.000,6.488,49.990,42.0,400,0
640.38,4/8(12/8),sustained40s,1.864,0.447,0.000,6.488,49.990,42.0,400,0
640.90,4/8(12/8),sustained40s,1.452,0.215,0.000,6.488,49.990,42.0,396,0
641.41,4/8(12/8),sustained40s,2.184,0.647,0.000,6.488,49.990,42.0,400,0
641.93,4/8(12/8),sustained40s,3.430,1.407,0.000,6.501,49.990,42.0,400,0
642.45,4/8(12/8),sustained40s,3.588,1.473,0.000,6.501,49.990,42.0,400,0
642.97,4/8(12/8),sustained40s,3.780,1.624,0.000,6.501,49.990,43.0,400,0
643.48,4/8(12/8),sustained40s,3.843,1.616,0.000,6.501,49.990,43.0,400,0
644.01,4/8(12/8),sustained40s,3.721,1.571,0.000,6.481,49.990,42.0,400,0
644.53,4/8(12/8),sustained40s,3.536,1.506,0.000,6.481,49.990,42.0,400,0
645.07,4/8(12/8),sustained40s,3.662,1.531,0.000,6.481,49.990,43.0,400,0
645.59,4/8(12/8),sustained40s,3.668,1.496,0.000,6.481,49.990,43.0,400,0
646.10,4/8(12/8),sustained40s,3.728,1.543,0.000,6.485,49.980,43.0,400,0
646.61,4/8(12/8),sustained40s,3.893,1.571,0.000,6.485,49.980,43.0,400,0
647.13,4/8(12/8),sustained40s,3.799,1.548,0.000,6.485,49.980,43.0,400,0
647.65,4/8(12/8),sustained40s,3.679,1.510,0.000,6.485,49.980,43.0,400,0
648.17,4/8(12/8),sustained40s,3.934,1.579,0.000,6.485,49.980,43.0,400,0
648.68,4/8(12/8),sustained40s,3.903,1.598,0.000,6.485,49.980,43.0,400,0
649.22,4/8(12/8),sustained40s,3.928,1.607,0.000,6.485,49.980,43.0,400,0
649.74,4/8(12/8),sustained40s,3.905,1.611,0.000,6.485,49.980,43.0,400,0
650.28,4/8(12/8),sustained40s,3.889,1.549,0.000,6.484,49.970,43.0,400,0
650.79,4/8(12/8),sustained40s,3.561,1.448,0.000,6.484,49.970,43.0,400,0
651.31,4/8(12/8),sustained40s,3.608,1.471,0.000,6.484,49.970,43.0,400,0
651.82,4/8(12/8),sustained40s,3.556,1.416,0.000,6.484,49.970,43.0,400,0
652.34,4/8(12/8),sustained40s,3.320,1.307,0.000,6.485,49.970,43.0,400,0
652.85,4/8(12/8),sustained40s,3.558,1.501,0.000,6.485,49.970,43.0,399,0
653.37,4/8(12/8),sustained40s,2.534,0.857,0.000,6.485,49.970,43.0,534,0
653.88,4/8(12/8),sustained40s,2.737,1.030,0.000,6.485,49.970,43.0,608,0
654.40,4/8(12/8),sustained40s,1.306,0.385,0.000,6.485,49.970,41.0,883,0
654.91,4/8(12/8),end,0.924,0.272,0.000,6.485,49.970,41.0,1075,0
655.42,4/8(12/8),end,0.371,0.015,0.000,6.502,49.960,41.0,1117,0
655.92,4/8(12/8),end,0.393,0.017,0.000,6.502,49.960,41.0,943,0
656.43,4/8(12/8),end,0.312,0.011,0.000,6.502,49.960,41.0,654,0
656.94,4/8(12/8),end,0.615,0.019,0.000,6.502,49.960,41.0,609,0
657.45,4/8(12/8),end,0.361,0.014,0.000,6.508,49.960,41.0,655,0
657.96,4/8(12/8),end,0.399,0.017,0.000,6.508,49.960,41.0,730,0
658.47,4/8(12/8),end,0.506,0.023,0.000,6.508,49.960,41.0,595,0
658.97,4/8(12/8),end,0.498,0.028,0.000,6.508,49.960,41.0,667,0
659.48,4/8(12/8),end,0.382,0.010,0.000,6.508,49.960,41.0,682,0
659.99,4/8(12/8),end,0.453,0.035,0.000,6.508,49.960,41.0,561,0
660.50,4/8(12/8),end,0.360,0.015,0.000,6.508,49.960,41.0,647,0
661.00,4/8(12/8),end,0.385,0.019,0.000,6.508,49.960,41.0,749,0
661.51,4/8(12/8),end,0.384,0.016,0.000,6.508,49.960,40.0,669,0
662.02,4/8(12/8),end,0.362,0.016,0.000,6.508,49.960,40.0,992,0
662.53,4/8(12/8),end,1.183,0.456,0.000,6.508,49.960,41.0,1144,0
663.03,cool,wait,1.040,0.207,0.000,6.508,49.960,41.0,664,0
663.54,cool,wait,0.407,0.017,0.000,6.509,49.950,40.0,650,0
664.05,cool,wait,0.504,0.023,0.000,6.509,49.950,40.0,586,0
664.56,cool,wait,0.549,0.023,0.000,6.509,49.950,40.0,642,0
665.07,cool,wait,0.412,0.020,0.000,6.509,49.950,40.0,659,0
665.58,cool,wait,0.376,0.016,0.000,6.509,49.950,40.0,680,0
666.09,cool,wait,0.355,0.014,0.000,6.509,49.950,40.0,667,0
666.60,cool,wait,0.312,0.008,0.000,6.511,49.950,40.0,647,0
667.10,cool,wait,0.326,0.015,0.000,6.511,49.950,40.0,633,0
667.61,cool,wait,0.861,0.148,0.000,6.511,49.950,40.0,745,0
668.12,cool,wait,0.382,0.013,0.000,6.511,49.950,40.0,638,0
668.63,cool,wait,0.622,0.092,0.000,6.506,49.950,40.0,740,0
669.13,5/8(12/8),idle,0.981,0.326,0.000,6.506,49.950,40.0,631,0
669.65,5/8(12/8),idle,0.378,0.020,0.000,6.506,49.950,40.0,1088,0
