t_s,tier,phase,soc_w,core_w,uncore_w,bat_power_now_w,bat_energy_wh,pkg_temp_c,cpu_mhz,fan_rpm
0.00,ref,settle,0.627,0.069,0.000,6.742,44.930,37.0,641,0
0.51,ref,settle,1.189,0.359,0.000,6.742,44.930,36.0,983,0
1.02,ref,settle,0.534,0.037,0.000,6.742,44.930,36.0,828,0
1.53,ref,settle,0.358,0.019,0.000,6.754,44.920,36.0,795,0
2.03,ref,settle,0.483,0.035,0.000,6.754,44.920,36.0,665,0
2.54,ref,settle,0.453,0.022,0.000,6.754,44.920,36.0,955,0
3.05,ref,settle,0.411,0.026,0.000,6.754,44.920,36.0,892,0
3.56,ref,settle,0.655,0.008,0.000,6.758,44.920,36.0,672,0
4.06,ref,settle,0.375,0.024,0.000,6.758,44.920,36.0,885,0
4.57,ref,settle,0.276,0.008,0.000,6.758,44.920,36.0,651,0
5.08,ref,settle,0.418,0.027,0.000,6.758,44.920,36.0,747,0
5.59,ref,settle,0.540,0.025,0.000,6.771,44.920,36.0,657,0
6.09,ref,settle,0.866,0.074,0.000,6.771,44.920,36.0,588,0
6.60,ref,settle,0.331,0.010,0.000,6.771,44.920,36.0,572,0
7.11,ref,settle,0.360,0.025,0.000,6.771,44.920,36.0,655,0
7.62,ref,settle,1.177,0.401,0.000,6.771,44.920,36.0,998,0
8.13,ref,settle,1.276,0.182,0.000,6.771,44.920,36.0,1129,0
8.63,ref,settle,1.242,0.174,0.000,6.764,44.910,36.0,924,0
9.14,ref,settle,1.234,0.177,0.000,6.764,44.910,36.0,556,0
9.65,ref,settle,0.310,0.011,0.000,6.764,44.910,36.0,882,0
10.15,ref,settle,0.489,0.039,0.000,6.764,44.910,36.0,663,0
10.66,ref,settle,0.490,0.033,0.000,6.770,44.910,36.0,642,0
11.17,ref,settle,0.444,0.030,0.000,6.770,44.910,36.0,913,0
11.68,ref,settle,0.492,0.014,0.000,6.770,44.910,36.0,681,0
12.18,ref,settle,0.479,0.026,0.000,6.770,44.910,36.0,642,0
12.69,ref,settle,0.301,0.011,0.000,6.768,44.910,36.0,674,0
13.20,ref,settle,0.876,0.239,0.000,6.768,44.910,36.0,600,0
13.71,ref,settle,0.394,0.026,0.000,6.768,44.910,36.0,560,0
14.22,ref,settle,0.462,0.028,0.000,6.768,44.910,36.0,613,0
14.73,ref,settle,1.086,0.356,0.005,6.772,44.910,36.0,867,0
15.23,ref,settle,0.546,0.035,0.004,6.772,44.910,36.0,678,0
15.74,ref,settle,0.420,0.033,0.005,6.772,44.910,36.0,785,0
16.25,ref,settle,0.900,0.040,0.000,6.772,44.910,36.0,660,0
16.76,ref,settle,0.563,0.029,0.003,6.769,44.910,36.0,655,0
17.26,ref,settle,0.683,0.044,0.002,6.769,44.910,36.0,569,0
17.78,ref,settle,1.015,0.349,0.003,6.769,44.910,36.0,1110,0
18.28,ref,settle,0.539,0.039,0.004,6.769,44.910,36.0,1116,0
18.79,ref,settle,0.403,0.034,0.000,6.769,44.910,36.0,1029,0
19.30,ref,settle,0.370,0.019,0.000,6.769,44.910,36.0,578,0
19.81,ref,settle,0.453,0.031,0.000,6.772,44.900,36.0,578,0
20.31,ref,settle,0.412,0.022,0.000,6.772,44.900,36.0,677,0
20.82,ref,settle,1.157,0.310,0.000,6.772,44.900,37.0,1457,0
21.33,warm,warm,7.947,3.969,0.000,6.772,44.900,37.0,986,0
21.83,warm,warm,5.958,3.197,0.000,6.761,44.900,38.0,1045,0
22.34,warm,warm,5.976,3.256,0.000,6.761,44.900,38.0,1035,0
22.85,warm,warm,5.971,3.078,0.000,6.761,44.900,39.0,1042,0
23.36,warm,warm,5.973,3.068,0.000,6.761,44.900,39.0,999,0
23.87,warm,warm,5.975,2.956,0.000,6.728,44.890,39.0,921,0
24.38,warm,warm,5.970,3.001,0.000,6.728,44.890,39.0,929,0
24.89,warm,warm,5.957,3.005,0.000,6.728,44.890,39.0,1030,0
25.40,warm,warm,5.974,2.997,0.000,6.728,44.890,39.0,991,0
25.91,warm,warm,5.934,3.133,0.000,6.726,44.890,39.0,1094,0
26.42,warm,warm,5.829,3.119,0.000,6.726,44.890,39.0,1238,0
26.93,warm,warm,3.787,1.708,0.000,6.726,44.890,38.0,901,0
27.43,warm,warm,0.993,0.454,0.000,6.726,44.890,38.0,1630,0
27.94,warm,warm,1.274,0.536,0.000,6.761,44.880,38.0,949,0
28.45,warm,warm,1.117,0.415,0.000,6.761,44.880,38.0,738,0
28.96,warm,warm,0.988,0.317,0.000,6.761,44.880,38.0,869,0
29.47,warm,warm,0.533,0.082,0.000,6.761,44.880,38.0,847,0
29.98,warm,warm,1.194,0.359,0.000,6.761,44.880,37.0,707,0
30.49,warm,warm,0.420,0.018,0.000,6.761,44.880,37.0,663,0
31.00,warm,warm,0.585,0.025,0.000,6.763,44.880,36.0,864,0
31.51,warm,warm,0.817,0.012,0.000,6.763,44.880,36.0,585,0
32.02,warm,warm,0.699,0.069,0.000,6.763,44.880,36.0,683,0
32.53,warm,warm,0.500,0.024,0.000,6.763,44.880,36.0,705,0
33.04,warm,warm,0.543,0.033,0.000,6.765,44.880,36.0,647,0
33.55,warm,warm,0.420,0.014,0.000,6.765,44.880,36.0,770,0
34.06,warm,warm,0.671,0.038,0.000,6.765,44.880,37.0,865,0
34.57,warm,warm,1.337,0.342,0.003,6.765,44.880,37.0,1090,0
35.08,warm,warm,0.648,0.064,0.004,6.766,44.870,36.0,758,0
35.59,warm,warm,0.401,0.025,0.000,6.766,44.870,36.0,889,0
36.11,warm,warm,0.795,0.051,0.003,6.766,44.870,36.0,719,0
36.61,warm,warm,0.435,0.028,0.003,6.766,44.870,36.0,776,0
37.12,warm,warm,0.437,0.029,0.004,6.770,44.870,36.0,847,0
37.63,warm,warm,0.954,0.263,0.003,6.770,44.870,36.0,1021,0
38.14,warm,warm,0.523,0.034,0.002,6.770,44.870,36.0,922,0
38.65,warm,warm,0.400,0.019,0.000,6.770,44.870,36.0,673,0
39.16,warm,warm,0.648,0.041,0.000,6.768,44.870,36.0,664,0
39.67,warm,warm,0.390,0.018,0.000,6.768,44.870,36.0,675,0
40.18,warm,warm,0.452,0.042,0.000,6.768,44.870,36.0,672,0
40.69,warm,warm,0.629,0.113,0.000,6.768,44.870,36.0,1015,0
41.20,cool,wait,1.331,0.436,0.007,6.767,44.870,37.0,847,0
41.71,saver#r1,idle,0.726,0.176,0.004,6.767,44.870,37.0,962,0
42.22,saver#r1,idle,0.498,0.045,0.005,6.767,44.870,36.0,1126,0
42.73,saver#r1,idle,0.357,0.015,0.000,6.767,44.870,36.0,900,0
43.24,saver#r1,idle,0.515,0.057,0.001,6.767,44.870,36.0,852,0
43.75,saver#r1,idle,0.458,0.035,0.004,6.767,44.870,36.0,728,0
44.26,saver#r1,idle,0.419,0.032,0.002,6.770,44.860,36.0,629,0
44.77,saver#r1,idle,0.540,0.032,0.000,6.770,44.860,36.0,1171,0
45.28,saver#r1,idle,0.442,0.027,0.000,6.770,44.860,36.0,650,0
45.79,saver#r1,idle,0.358,0.015,0.000,6.770,44.860,36.0,933,0
46.29,saver#r1,idle,0.329,0.022,0.000,6.771,44.860,36.0,569,0
46.80,saver#r1,idle,0.412,0.031,0.000,6.771,44.860,36.0,883,0
47.31,saver#r1,idle,0.306,0.012,0.000,6.771,44.860,36.0,837,0
47.82,saver#r1,idle,1.160,0.381,0.000,6.771,44.860,36.0,691,0
48.33,saver#r1,idle,0.816,0.170,0.000,6.769,44.860,36.0,861,0
48.83,saver#r1,idle,0.466,0.029,0.000,6.769,44.860,36.0,772,0
49.34,saver#r1,idle,0.304,0.011,0.000,6.769,44.860,36.0,757,0
49.85,saver#r1,idle,0.506,0.065,0.000,6.769,44.860,36.0,640,0
50.36,saver#r1,idle,0.774,0.012,0.000,6.771,44.860,36.0,877,0
50.87,saver#r1,idle,0.435,0.035,0.000,6.771,44.860,36.0,1066,0
51.38,saver#r1,idle,1.295,0.549,0.000,6.771,44.860,36.0,612,0
51.88,saver#r1,bursty,1.058,0.353,0.000,6.771,44.860,36.0,594,0
52.39,saver#r1,bursty,0.817,0.298,0.000,6.763,44.850,36.0,889,0
52.90,saver#r1,bursty,0.820,0.319,0.000,6.763,44.850,36.0,681,0
53.41,saver#r1,bursty,0.923,0.321,0.000,6.763,44.850,36.0,980,0
53.92,saver#r1,bursty,0.985,0.350,0.000,6.763,44.850,36.0,567,0
54.43,saver#r1,bursty,0.851,0.327,0.000,6.763,44.850,36.0,625,0
54.93,saver#r1,bursty,1.001,0.349,0.000,6.763,44.850,36.0,599,0
55.44,saver#r1,bursty,0.803,0.310,0.000,6.769,44.850,36.0,740,0
55.95,saver#r1,bursty,0.898,0.330,0.000,6.769,44.850,36.0,663,0
56.46,saver#r1,bursty,0.817,0.322,0.000,6.769,44.850,37.0,762,0
56.96,saver#r1,bursty,0.853,0.340,0.000,6.769,44.850,37.0,688,0
57.47,saver#r1,bursty,1.065,0.471,0.000,6.761,44.850,37.0,1310,0
57.97,saver#r1,bursty,1.214,0.481,0.000,6.761,44.850,37.0,1135,0
58.48,saver#r1,bursty,0.805,0.314,0.000,6.761,44.850,37.0,805,0
58.99,saver#r1,bursty,0.880,0.351,0.000,6.761,44.850,37.0,1142,0
59.50,saver#r1,bursty,0.863,0.330,0.000,6.766,44.840,37.0,904,0
60.00,saver#r1,bursty,1.003,0.358,0.000,6.766,44.840,37.0,858,0
60.51,saver#r1,bursty,0.828,0.342,0.000,6.766,44.840,37.0,867,0
61.02,saver#r1,bursty,1.076,0.242,0.004,6.766,44.840,37.0,955,0
61.53,saver#r1,gap,0.548,0.104,0.000,6.767,44.840,37.0,725,0
62.03,saver#r1,gap,0.753,0.232,0.002,6.767,44.840,37.0,545,0
62.54,saver#r1,gap,0.465,0.036,0.002,6.767,44.840,36.0,922,0
63.05,saver#r1,gap,0.426,0.052,0.002,6.767,44.840,36.0,585,0
63.56,saver#r1,gap,0.398,0.018,0.002,6.772,44.840,36.0,674,0
64.06,saver#r1,gap,0.545,0.109,0.002,6.772,44.840,36.0,1071,0
64.57,saver#r1,pdf_render,1.948,0.957,0.000,6.772,44.840,37.0,1428,0
65.08,saver#r1,pdf_render,1.820,0.798,0.002,6.772,44.840,37.0,941,0
65.59,saver#r1,pdf_render,1.730,0.819,0.000,6.772,44.840,37.0,1066,0
66.10,saver#r1,pdf_render,1.746,0.840,0.000,6.772,44.840,37.0,892,0
66.61,saver#r1,pdf_render,1.782,0.819,0.000,6.761,44.840,37.0,930,0
67.11,saver#r1,pdf_render,1.711,0.797,0.000,6.761,44.840,37.0,812,0
67.62,saver#r1,pdf_render,2.135,1.056,0.000,6.761,44.840,37.0,860,0
68.13,saver#r1,pdf_render,1.672,0.779,0.000,6.761,44.840,37.0,944,0
68.63,saver#r1,pdf_render,1.775,0.857,0.000,6.759,44.830,37.0,832,0
69.14,saver#r1,pdf_render,1.782,0.869,0.000,6.759,44.830,37.0,897,0
69.65,saver#r1,pdf_render,2.017,1.096,0.000,6.759,44.830,37.0,1031,0
70.15,saver#r1,pdf_render,1.774,0.866,0.000,6.759,44.830,37.0,827,0
70.66,saver#r1,pdf_render,1.844,0.919,0.000,6.759,44.830,37.0,806,0
71.17,saver#r1,pdf_render,1.785,0.875,0.000,6.759,44.830,37.0,809,0
71.68,saver#r1,pdf_render,1.738,0.820,0.000,6.759,44.830,37.0,916,0
72.18,saver#r1,pdf_render,1.940,0.929,0.000,6.759,44.830,37.0,927,0
72.69,saver#r1,pdf_render,1.812,0.892,0.000,6.758,44.830,37.0,1054,0
73.20,saver#r1,pdf_render,1.702,0.799,0.000,6.758,44.830,37.0,1083,0
73.70,saver#r1,pdf_render,1.866,0.942,0.000,6.758,44.830,37.0,1104,0
74.21,saver#r1,pdf_render,1.743,0.851,0.000,6.758,44.830,37.0,919,0
74.72,saver#r1,pdf_render,1.728,0.814,0.000,6.758,44.820,37.0,976,0
75.22,saver#r1,pdf_render,1.861,0.861,0.000,6.758,44.820,37.0,962,0
75.73,saver#r1,pdf_render,1.735,0.819,0.000,6.758,44.820,37.0,956,0
76.23,saver#r1,pdf_render,1.728,0.835,0.000,6.758,44.820,37.0,1100,0
76.74,saver#r1,pdf_render,1.827,0.876,0.000,6.758,44.820,37.0,928,0
77.25,saver#r1,pdf_render,1.796,0.875,0.000,6.758,44.820,37.0,1091,0
77.76,saver#r1,pdf_render,2.221,1.045,0.000,6.756,44.820,38.0,930,0
78.26,saver#r1,pdf_render,1.885,0.946,0.000,6.756,44.820,38.0,968,0
78.77,saver#r1,pdf_render,1.768,0.845,0.000,6.756,44.820,38.0,950,0
79.28,saver#r1,pdf_render,1.178,0.459,0.003,6.756,44.820,38.0,956,0
79.79,saver#r1,gap,1.081,0.381,0.004,6.760,44.820,36.0,911,0
80.29,saver#r1,gap,0.388,0.027,0.004,6.760,44.820,36.0,746,0
80.80,saver#r1,gap,0.364,0.014,0.000,6.760,44.820,36.0,881,0
81.31,saver#r1,gap,0.375,0.022,0.003,6.760,44.820,36.0,837,0
81.82,saver#r1,gap,0.397,0.018,0.003,6.772,44.810,36.0,665,0
82.32,saver#r1,gap,1.383,0.526,0.003,6.772,44.810,36.0,1089,0
82.83,saver#r1,office,2.376,1.104,0.003,6.772,44.810,37.0,1052,0
83.34,saver#r1,office,2.140,0.940,0.000,6.772,44.810,37.0,660,0
83.85,saver#r1,office,2.249,1.056,0.000,6.756,44.810,38.0,1252,0
84.35,saver#r1,office,2.165,1.064,0.000,6.756,44.810,38.0,724,0
84.86,saver#r1,office,1.459,0.495,0.004,6.756,44.810,37.0,789,0
85.36,saver#r1,gap,0.857,0.294,0.004,6.756,44.810,37.0,900,0
85.87,saver#r1,gap,0.473,0.030,0.003,6.771,44.810,36.0,981,0
86.38,saver#r1,gap,0.493,0.025,0.002,6.771,44.810,36.0,1111,0
86.89,saver#r1,gap,0.420,0.019,0.003,6.771,44.810,36.0,645,0
87.40,saver#r1,gap,0.378,0.034,0.000,6.771,44.810,36.0,1083,0
87.91,saver#r1,gap,2.357,1.152,0.003,6.771,44.810,39.0,1071,0
88.41,saver#r1,python,2.678,1.426,0.003,6.771,44.810,39.0,728,0
88.92,saver#r1,python,3.091,1.585,0.000,6.756,44.810,40.0,826,0
89.42,saver#r1,python,2.141,0.831,0.000,6.756,44.810,40.0,514,0
89.93,saver#r1,python,2.193,0.759,0.000,6.756,44.810,38.0,1675,0
90.44,saver#r1,python,2.059,0.383,0.003,6.756,44.810,38.0,805,0
90.95,saver#r1,gap,1.258,0.334,0.004,6.753,44.800,37.0,619,0
91.45,saver#r1,gap,0.740,0.017,0.000,6.753,44.800,37.0,710,0
91.96,saver#r1,gap,0.818,0.038,0.003,6.753,44.800,36.0,545,0
92.47,saver#r1,gap,0.837,0.030,0.004,6.753,44.800,36.0,1003,0
92.98,saver#r1,gap,0.903,0.043,0.002,6.759,44.800,36.0,749,0
93.48,saver#r1,gap,2.361,0.756,0.003,6.759,44.800,36.0,1439,0
93.99,saver#r1,compress,7.579,3.824,0.002,6.759,44.800,38.0,936,0
94.50,saver#r1,compress,5.956,3.208,0.000,6.759,44.800,38.0,1032,0
95.02,saver#r1,compress,5.974,3.157,0.000,6.728,44.790,39.0,954,0
95.53,saver#r1,compress,5.971,3.041,0.000,6.728,44.790,39.0,932,0
96.04,saver#r1,compress,5.967,3.091,0.000,6.728,44.790,39.0,908,0
96.55,saver#r1,compress,5.981,3.077,0.000,6.728,44.790,39.0,882,0
97.06,saver#r1,compress,5.968,3.037,0.000,6.724,44.790,39.0,923,0
97.57,saver#r1,compress,5.967,3.086,0.000,6.724,44.790,39.0,931,0
98.08,saver#r1,compress,5.942,3.128,0.000,6.724,44.790,39.0,1084,0
98.58,saver#r1,compress,5.958,3.134,0.000,6.724,44.790,39.0,1020,0
99.09,saver#r1,compress,5.813,3.062,0.000,6.724,44.790,39.0,1379,0
99.60,saver#r1,compress,4.056,1.814,0.004,6.724,44.790,39.0,688,0
100.11,saver#r1,gap,1.281,0.374,0.004,6.725,44.780,39.0,971,0
100.62,saver#r1,gap,0.761,0.020,0.005,6.725,44.780,39.0,745,0
101.13,saver#r1,gap,0.867,0.027,0.005,6.725,44.780,37.0,613,0
101.64,saver#r1,gap,0.968,0.269,0.000,6.725,44.780,37.0,614,0
102.15,saver#r1,gap,0.364,0.016,0.000,6.764,44.780,37.0,660,0
102.66,saver#r1,gap,1.345,0.388,0.000,6.764,44.780,37.0,1662,0
103.17,saver#r1,sustained20s,7.943,3.880,0.000,6.764,44.780,39.0,953,0
103.68,saver#r1,sustained20s,5.963,3.200,0.000,6.764,44.780,39.0,1032,0
104.19,saver#r1,sustained20s,5.957,3.166,0.000,6.723,44.770,40.0,1038,0
104.70,saver#r1,sustained20s,5.976,3.098,0.000,6.723,44.770,40.0,926,0
105.20,saver#r1,sustained20s,5.971,3.102,0.000,6.723,44.770,40.0,1043,0
105.71,saver#r1,sustained20s,5.948,3.188,0.000,6.723,44.770,40.0,1028,0
106.22,saver#r1,sustained20s,5.994,3.093,0.000,6.725,44.770,40.0,1043,0
106.73,saver#r1,sustained20s,5.962,2.993,0.000,6.725,44.770,40.0,1023,0
107.24,saver#r1,sustained20s,5.955,3.104,0.000,6.725,44.770,40.0,1096,0
107.75,saver#r1,sustained20s,5.969,3.165,0.000,6.725,44.770,40.0,1108,0
108.26,saver#r1,sustained20s,5.713,3.008,0.000,6.723,44.760,40.0,1112,0
108.76,saver#r1,sustained20s,3.626,1.381,0.000,6.723,44.760,40.0,1086,0
109.28,saver#r1,sustained20s,7.432,3.661,0.000,6.723,44.760,41.0,923,0
109.78,saver#r1,sustained20s,5.961,3.098,0.000,6.723,44.760,41.0,934,0
110.30,saver#r1,sustained20s,5.948,3.214,0.000,6.723,44.760,40.0,1091,0
110.80,saver#r1,sustained20s,5.986,3.060,0.000,6.723,44.760,40.0,930,0
111.31,saver#r1,sustained20s,5.968,3.067,0.000,6.722,44.750,41.0,939,0
111.82,saver#r1,sustained20s,5.971,3.120,0.000,6.722,44.750,41.0,957,0
112.33,saver#r1,sustained20s,5.980,3.049,0.000,6.722,44.750,41.0,931,0
112.84,saver#r1,sustained20s,5.958,3.011,0.000,6.722,44.750,41.0,1035,0
113.36,saver#r1,sustained20s,5.955,3.058,0.000,6.722,44.740,41.0,1045,0
113.86,saver#r1,sustained20s,5.951,3.152,0.003,6.722,44.740,41.0,1027,0
114.37,saver#r1,sustained20s,5.936,3.161,0.000,6.722,44.740,42.0,1156,0
114.88,saver#r1,sustained20s,3.888,1.578,0.000,6.722,44.740,42.0,883,0
115.39,saver#r1,sustained20s,7.106,3.359,0.000,6.730,44.740,41.0,923,0
115.89,saver#r1,sustained20s,5.963,3.042,0.000,6.730,44.740,41.0,882,0
116.41,saver#r1,sustained20s,5.961,3.195,0.000,6.730,44.740,41.0,938,0
116.92,saver#r1,sustained20s,5.973,3.142,0.000,6.730,44.740,41.0,898,0
117.43,saver#r1,sustained20s,5.963,3.039,0.000,6.718,44.730,41.0,915,0
117.94,saver#r1,sustained20s,5.986,3.151,0.000,6.718,44.730,41.0,921,0
118.45,saver#r1,sustained20s,5.954,3.054,0.000,6.718,44.730,42.0,924,0
118.96,saver#r1,sustained20s,5.977,3.065,0.000,6.718,44.730,42.0,839,0
119.47,saver#r1,sustained20s,5.972,3.060,0.000,6.721,44.730,42.0,867,0
119.97,saver#r1,sustained20s,5.932,3.089,0.000,6.721,44.730,42.0,1061,0
120.49,saver#r1,sustained20s,5.839,3.113,0.000,6.721,44.730,42.0,1060,0
120.99,saver#r1,sustained20s,4.982,2.367,0.000,6.721,44.730,42.0,947,0
121.50,saver#r1,sustained20s,6.229,2.736,0.000,6.721,44.730,43.0,1591,0
122.01,saver#r1,sustained20s,6.244,3.368,0.000,6.721,44.730,43.0,1030,0
122.51,saver#r1,sustained20s,5.961,3.190,0.000,6.734,44.720,42.0,1038,0
123.02,saver#r1,sustained20s,5.975,3.097,0.000,6.734,44.720,42.0,1005,0
123.54,saver#r1,sustained20s,5.991,3.077,0.000,6.734,44.720,42.0,877,0
124.04,saver#r1,sustained20s,5.979,3.043,0.000,6.734,44.720,42.0,842,0
124.55,saver#r1,sustained20s,5.954,3.104,0.000,6.715,44.710,42.0,852,0
125.06,saver#r1,sustained20s,5.870,3.152,0.000,6.715,44.710,42.0,1336,0
125.57,saver#r1,sustained20s,6.034,3.150,0.000,6.715,44.710,43.0,1095,0
126.08,saver#r1,sustained20s,5.997,3.121,0.000,6.715,44.710,43.0,930,0
126.59,saver#r1,sustained20s,5.924,3.139,0.000,6.718,44.710,43.0,1103,0
127.09,saver#r1,sustained20s,5.467,2.815,0.000,6.718,44.710,43.0,1067,0
127.60,saver#r1,sustained20s,3.102,1.174,0.004,6.718,44.710,40.0,921,0
128.11,saver#r1,end,0.979,0.309,0.003,6.718,44.710,40.0,1005,0
128.62,saver#r1,end,0.437,0.035,0.000,6.750,44.700,40.0,1207,0
129.13,saver#r1,end,0.401,0.021,0.003,6.750,44.700,40.0,706,0
129.64,saver#r1,end,0.380,0.018,0.004,6.750,44.700,39.0,1143,0
130.15,saver#r1,end,0.394,0.022,0.003,6.750,44.700,39.0,661,0
130.66,saver#r1,end,0.412,0.020,0.002,6.761,44.700,39.0,960,0
131.17,saver#r1,end,0.481,0.026,0.002,6.761,44.700,39.0,886,0
131.68,saver#r1,end,1.187,0.330,0.000,6.761,44.700,40.0,1210,0
132.19,saver#r1,end,0.785,0.192,0.000,6.761,44.700,40.0,694,0
132.70,saver#r1,end,0.643,0.039,0.000,6.761,44.700,39.0,890,0
133.20,saver#r1,end,0.396,0.029,0.001,6.761,44.700,39.0,811,0
133.72,saver#r1,end,0.541,0.053,0.000,6.761,44.700,39.0,902,0
134.23,saver#r1,end,0.406,0.030,0.000,6.761,44.700,39.0,642,0
134.74,saver#r1,end,0.416,0.023,0.000,6.761,44.700,39.0,794,0
135.25,saver#r1,end,0.341,0.013,0.000,6.761,44.700,39.0,810,0
135.76,saver#r1,end,0.405,0.021,0.000,6.763,44.690,39.0,820,0
136.27,saver#r1,end,0.352,0.016,0.000,6.763,44.690,39.0,665,0
136.78,saver#r1,end,0.404,0.024,0.000,6.763,44.690,39.0,700,0
137.29,saver#r1,end,0.320,0.017,0.000,6.763,44.690,39.0,638,0
137.80,saver#r1,end,1.412,0.456,0.000,6.764,44.690,40.0,798,0
138.31,cool,wait,1.753,0.741,0.007,6.764,44.690,40.0,808,0
138.82,balanced#r1,idle,0.664,0.149,0.000,6.764,44.690,39.0,709,0
139.33,balanced#r1,idle,0.413,0.018,0.000,6.764,44.690,39.0,719,0
139.84,balanced#r1,idle,0.352,0.012,0.000,6.764,44.690,39.0,681,0
140.35,balanced#r1,idle,0.319,0.008,0.000,6.764,44.690,39.0,766,0
140.86,balanced#r1,idle,0.333,0.011,0.000,6.764,44.690,39.0,713,0
141.37,balanced#r1,idle,0.406,0.019,0.000,6.764,44.690,39.0,728,0
141.88,balanced#r1,idle,0.406,0.018,0.000,6.761,44.690,38.0,656,0
142.39,balanced#r1,idle,0.325,0.009,0.000,6.761,44.690,38.0,649,0
142.90,balanced#r1,idle,0.439,0.010,0.000,6.761,44.690,38.0,791,0
143.41,balanced#r1,idle,0.472,0.015,0.000,6.761,44.690,38.0,850,0
143.92,balanced#r1,idle,0.332,0.011,0.000,6.764,44.680,38.0,704,0
144.43,balanced#r1,idle,0.344,0.013,0.000,6.764,44.680,38.0,976,0
144.94,balanced#r1,idle,0.354,0.016,0.000,6.764,44.680,38.0,756,0
145.45,balanced#r1,idle,0.316,0.010,0.000,6.764,44.680,38.0,1007,0
145.96,balanced#r1,idle,0.349,0.012,0.000,6.764,44.680,38.0,982,0
146.47,balanced#r1,idle,0.329,0.010,0.000,6.764,44.680,38.0,1125,0
146.98,balanced#r1,idle,0.427,0.011,0.000,6.767,44.680,38.0,953,0
147.49,balanced#r1,idle,0.807,0.264,0.000,6.767,44.680,38.0,1056,0
148.00,balanced#r1,idle,0.726,0.178,0.000,6.767,44.680,38.0,1111,0
148.51,balanced#r1,bursty,1.074,0.381,0.000,6.767,44.680,38.0,1098,0
149.02,balanced#r1,bursty,1.380,0.734,0.000,6.761,44.680,38.0,799,0
149.53,balanced#r1,bursty,0.866,0.384,0.000,6.761,44.680,38.0,814,0
150.04,balanced#r1,bursty,1.207,0.524,0.004,6.761,44.680,39.0,1668,0
150.54,balanced#r1,bursty,1.111,0.499,0.002,6.761,44.680,39.0,810,0
151.05,balanced#r1,bursty,1.108,0.452,0.000,6.762,44.680,39.0,799,0
151.56,balanced#r1,bursty,0.855,0.383,0.000,6.762,44.680,39.0,836,0
152.07,balanced#r1,bursty,0.864,0.399,0.000,6.762,44.680,39.0,883,0
152.58,balanced#r1,bursty,0.892,0.393,0.000,6.762,44.680,39.0,854,0
153.09,balanced#r1,bursty,1.144,0.402,0.000,6.765,44.670,39.0,847,0
153.60,balanced#r1,bursty,0.996,0.380,0.000,6.765,44.670,39.0,1058,0
154.11,balanced#r1,bursty,0.942,0.419,0.000,6.765,44.670,40.0,1228,0
154.62,balanced#r1,bursty,0.916,0.439,0.000,6.765,44.670,40.0,1363,0
155.13,balanced#r1,bursty,0.882,0.411,0.000,6.767,44.670,41.0,1200,0
155.64,balanced#r1,bursty,0.868,0.389,0.000,6.767,44.670,41.0,1068,0
156.15,balanced#r1,bursty,0.947,0.388,0.000,6.767,44.670,39.0,677,0
156.66,balanced#r1,bursty,0.807,0.368,0.000,6.767,44.670,39.0,907,0
157.17,balanced#r1,bursty,0.971,0.369,0.000,6.767,44.670,38.0,654,0
157.68,balanced#r1,bursty,1.469,0.716,0.000,6.767,44.670,38.0,1156,0
158.19,balanced#r1,bursty,0.802,0.103,0.005,6.761,44.670,38.0,688,0
158.70,balanced#r1,gap,1.220,0.422,0.003,6.761,44.670,38.0,992,0
159.21,balanced#r1,gap,0.670,0.023,0.000,6.761,44.670,38.0,638,0
159.72,balanced#r1,gap,0.533,0.028,0.003,6.761,44.670,38.0,651,0
160.23,balanced#r1,gap,0.423,0.030,0.004,6.761,44.670,38.0,733,0
160.74,balanced#r1,gap,0.384,0.019,0.003,6.761,44.670,38.0,712,0
161.25,balanced#r1,gap,1.163,0.258,0.002,6.761,44.670,39.0,676,0
161.76,balanced#r1,pdf_render,3.180,2.062,0.003,6.761,44.670,39.0,1006,0
162.27,balanced#r1,pdf_render,2.866,1.776,0.000,6.751,44.660,42.0,1705,0
162.77,balanced#r1,pdf_render,2.722,1.711,0.000,6.751,44.660,42.0,941,0
163.28,balanced#r1,pdf_render,3.063,1.909,0.000,6.751,44.660,42.0,1665,0
163.78,balanced#r1,pdf_render,2.931,1.827,0.004,6.751,44.660,42.0,1502,0
164.29,balanced#r1,pdf_render,2.888,1.882,0.002,6.748,44.660,42.0,731,0
164.79,balanced#r1,pdf_render,3.167,2.168,0.003,6.748,44.660,42.0,1063,0
165.30,balanced#r1,pdf_render,2.956,1.923,0.000,6.748,44.660,43.0,1011,0
165.80,balanced#r1,pdf_render,2.745,1.814,0.000,6.748,44.660,43.0,1053,0
166.31,balanced#r1,pdf_render,2.846,1.849,0.000,6.747,44.650,45.0,957,0
166.82,balanced#r1,pdf_render,2.941,1.924,0.000,6.747,44.650,45.0,2321,0
167.32,balanced#r1,pdf_render,2.816,1.819,0.000,6.747,44.650,43.0,845,0
167.83,balanced#r1,pdf_render,3.627,2.311,0.000,6.747,44.650,43.0,1075,0
168.33,balanced#r1,pdf_render,2.702,1.730,0.000,6.747,44.650,42.0,1165,0
168.84,balanced#r1,pdf_render,2.765,1.791,0.000,6.747,44.650,42.0,987,0
169.35,balanced#r1,pdf_render,2.739,1.764,0.000,6.747,44.650,42.0,738,0
