1789818981.192958	battery6	idle
1789818996.224365	battery6	geekbench_cpu
1789819340.583016	battery6	end
1789819367.683790	ac	idle
1789819382.717524	ac	geekbench_cpu
1789819644.900090	ac	end
1789819661.247860	performance	idle
1789819676.261586	performance	geekbench_cpu
1789819938.558583	performance	end
