1789818965.831205	28968630979	9656110595	143075073	33655000	22650000	7919000	52000	3660524	0	4518299	0
1789818966.354065	28970981254	9657248287	143081237	33655000	22650000	7919000	52000	1013062	0	1500222	0
1789818966.860058	28971987477	9657318294	143081237	33660000	22670000	7920000	41000	1001828	0	1433777	0
1789818967.368381	28973306565	9657654780	143083251	33660000	22670000	7920000	41000	554074	0	1077340	0
1789818967.874774	28974302412	9657718562	143085143	33660000	22670000	7920000	41000	596576	0	985161	0
1789818968.384107	28975331157	9657799616	143086120	33660000	22670000	7920000	41000	805626	0	1170685	0
1789818968.889691	28976316018	9657861811	143087219	33628000	22690000	7920000	41000	689010	0	1249717	0
1789818969.399818	28977324499	9657925715	143087890	33628000	22690000	7920000	41000	718777	0	1350361	0
1789818969.906895	28978241550	9657933649	143087890	33628000	22690000	7920000	41000	674622	0	803981	0
1789818970.416910	28982277794	9660444019	143088745	33628000	22690000	7920000	41000	2600185	0	4393853	0
1789818970.920948	28984481158	9661504319	143089660	33644000	22710000	7920000	42000	1422948	0	2725970	0
1789818971.426619	28985987258	9662076217	143090637	33644000	22710000	7920000	42000	665543	0	1499979	0
1789818971.931279	28986822155	9662143538	143091918	0	22710000	7920000	41000	725230	0	1400017	0
1789818972.440241	28987695078	9662261702	143094421	0	22710000	7920000	41000	756426	0	1500020	0
1789818972.945295	28988605903	9662519941	143094421	6089000	22710000	7602000	42000	982847	0	1393011	0
1789818973.457635	28989432317	9662704084	143101135	6089000	22710000	7602000	42000	605209	0	1245989	0
1789818973.963244	28989692143	9662716779	143101196	6089000	22710000	7602000	41000	666809	0	1499975	0
1789818974.472152	28991063783	9663237408	143124084	6089000	22710000	7602000	41000	1145565	0	1531305	0
1789818974.977401	28991919432	9663501506	143147521	6081000	22700000	7593000	41000	622700	0	1478307	0
1789818975.489051	28992466001	9663594462	143154418	6081000	22700000	7593000	41000	1114928	0	1463348	0
1789818975.994268	28993561823	9663980326	143201171	6081000	22700000	7593000	41000	1068818	0	1531573	0
1789818976.503461	28994032037	9664027811	143201171	6081000	22700000	7593000	41000	514178	0	1100000	0
